Score	AlignLen	totalMFE	seedMFE	totalGC	totalAT	totalGT	totalGaps	totalMismatches	seedGC	seedAT	seedGT	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
153.000000	18	-20.50	-19.30	6	7	1	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	5	2	3	2	2	4	2	1	5	Target
151.000000	14	-24.50	-19.30	6	5	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	2	3	2	5	5	1	5	5	Target
165.000000	19	-27.80	-19.30	8	7	1	2	2	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	1	1	2	1	4	4	2	2	2	1	Target
150.000000	17	-23.60	-19.30	8	4	0	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	1	5	5	1	5	5	2	1	5	5	Target
141.000000	8	-21.30	-19.30	7	4	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	5	5	2	5	5	1	1	5	Target
146.000000	13	-22.70	-19.30	8	3	0	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	1	5	1	5	5	5	1	5	5	Target
142.000000	17	-22.10	-19.30	5	4	4	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	3	3	3	5	5	2	5	1	5	5	Target
148.000000	11	-23.60	-19.30	7	4	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	3	1	5	5	5	5	2	5	1	5	Target
146.000000	13	-21.50	-19.30	8	3	0	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	1	5	1	5	5	5	1	5	5	Target
147.000000	20	-24.30	-19.00	4	9	1	1	5	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	4	2	1	5	2	5	5	2	2	3	Target
146.000000	19	-24.50	-19.00	5	8	2	1	4	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	2	1	5	4	1	3	2	3	5	2	Target
162.000000	17	-22.60	-19.30	7	6	1	0	6	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	1	5	2	1	2	2	5	1	5	5	Target
140.000000	7	-22.10	-19.30	5	5	2	0	8	4	3	0	0	0	3	2	2	1	1	1	2	1	5	5	5	5	2	5	5	5	2	3	1	5	Target
166.000000	20	-31.40	-16.90	8	8	0	2	2	3	4	0	0	0	1	2	2	2	1	2	1	1	2	2	2	4	4	1	2	5	1	5	1	1	Target
164.000000	21	-25.30	-16.90	7	7	1	1	4	3	4	0	0	0	5	2	2	2	1	2	1	1	5	3	5	1	2	1	4	2	1	1	2	5	Target
165.000000	16	-25.00	-19.00	4	8	4	0	4	3	4	0	0	0	5	1	1	2	2	2	1	2	2	2	3	3	2	5	1	2	3	5	3	5	Target
147.000000	17	-20.30	-19.00	6	6	2	2	4	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	1	1	2	5	5	2	1	3	5	3	Target
142.000000	24	-20.30	-19.00	5	7	0	5	3	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	4	4	2	5	1	1	2	4	2	5	Target
152.000000	19	-18.10	-18.40	3	10	0	0	7	3	4	0	0	0	5	2	2	2	1	2	1	1	2	5	5	2	5	2	5	2	5	5	2	2	Target
154.000000	16	-24.20	-19.00	4	10	1	2	3	3	4	0	0	0	2	1	1	2	2	2	1	2	2	4	4	2	2	5	2	2	1	5	5	3	Target
145.000000	21	-24.80	-19.00	4	9	1	4	2	3	4	0	0	0	2	1	1	2	2	2	1	2	5	4	4	4	4	2	2	1	2	2	5	3	Target
142.000000	9	-16.50	-19.00	3	6	0	0	11	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	5	5	5	5	5	5	2	5	5	Target
142.000000	9	-22.00	-19.00	4	6	2	0	8	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	5	3	5	5	1	5	5	5	5	3	Target
140.000000	7	-21.10	-19.00	4	7	1	0	8	3	4	0	0	0	3	1	1	2	2	2	1	2	5	5	2	5	5	5	1	5	5	2	5	2	Target
158.000000	15	-22.20	-19.00	5	8	1	1	5	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	4	2	1	2	2	1	5	5	5	3	Target
153.000000	19	-16.50	-19.00	3	11	0	2	4	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	2	4	4	2	5	2	2	2	5	2	Target
150.000000	23	-20.00	-19.00	5	7	0	4	4	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	2	1	4	4	2	2	1	5	4	4	Target
151.000000	19	-19.70	-19.00	4	10	1	3	2	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	4	4	2	1	2	2	3	4	2	2	Target
160.000000	19	-19.30	-19.00	5	9	0	0	6	3	4	0	0	0	5	1	1	2	2	2	1	2	2	2	5	1	5	2	1	5	5	2	5	2	Target
151.000000	21	-26.70	-19.00	3	10	2	2	3	3	4	0	0	0	2	1	1	2	2	2	1	2	5	4	4	2	2	3	5	2	5	3	2	2	Target
144.000000	19	-19.00	-19.00	4	8	2	3	3	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	4	2	5	2	1	5	2	3	3	2	Target
140.000000	7	-21.10	-19.00	4	6	3	0	7	3	4	0	0	0	3	1	1	2	2	2	1	2	5	5	5	1	5	5	5	3	2	5	3	2	Target
159.000000	18	-22.00	-19.00	3	10	3	0	4	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	2	5	2	2	5	3	2	3	3	5	Target
140.000000	7	-17.90	-19.00	3	6	1	0	10	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	2	5	5	5	5	2	5	3	5	5	Target
149.000000	12	-17.20	-19.00	3	8	3	0	6	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	2	5	2	5	5	3	2	5	3	3	Target
147.000000	18	-16.70	-19.00	5	7	0	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	1	2	5	5	2	2	5	1	5	Target
147.000000	14	-21.90	-19.00	4	8	1	0	7	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	5	1	2	2	3	5	5	2	5	5	Target
144.000000	21	-22.30	-19.00	5	8	1	4	2	3	4	0	0	0	2	1	1	2	2	2	1	2	4	4	4	2	2	5	1	5	2	1	3	4	Target
140.000000	7	-16.50	-19.00	4	7	0	0	9	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	1	5	5	5	2	5	2	5	2	Target
145.000000	8	-18.80	-19.00	3	5	3	0	9	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	5	3	5	5	5	3	5	5	3	5	Target
157.000000	16	-17.20	-19.00	3	10	1	0	6	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	2	3	5	2	5	2	2	5	5	2	Target
140.000000	7	-22.00	-19.00	4	7	1	0	8	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	5	5	2	5	3	2	5	5	1	5	Target
167.000000	18	-22.10	-19.00	5	9	1	0	5	3	4	0	0	0	5	1	1	2	2	2	1	2	2	2	2	3	5	5	1	2	5	2	1	5	Target
145.000000	8	-24.30	-19.00	4	7	0	0	9	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	5	5	5	5	5	5	2	5	1	5	Target
160.000000	19	-19.10	-19.00	3	10	2	0	5	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	3	2	2	3	2	5	2	5	2	Target
147.000000	10	-16.50	-19.00	3	8	1	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	2	5	5	5	5	3	2	2	5	5	Target
142.000000	19	-20.00	-19.00	4	8	1	1	6	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	4	2	5	2	5	5	3	2	2	1	Target
145.000000	8	-22.10	-19.00	3	6	4	0	7	3	4	0	0	0	3	1	1	2	2	2	1	2	2	5	5	3	5	5	5	3	2	5	3	5	Target
142.000000	9	-16.70	-19.00	3	6	2	0	9	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	5	5	5	5	3	2	5	3	5	Target
141.000000	22	-20.40	-19.00	4	8	1	3	4	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	4	1	4	2	2	3	2	2	4	Target
149.000000	18	-23.20	-19.00	4	10	0	1	5	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	5	5	5	2	1	4	2	2	2	5	Target
165.000000	20	-25.30	-19.00	5	10	1	2	2	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	4	2	1	4	2	2	1	3	2	2	Target
151.000000	23	-23.94	-19.00	3	8	2	4	3	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	4	4	4	4	3	2	2	3	2	Target
147.000000	10	-17.40	-19.00	3	7	2	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	2	5	5	5	5	5	2	3	5	3	Target
167.000000	20	-26.40	-19.00	5	11	1	1	2	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	2	3	2	5	1	2	2	4	2	1	Target
144.000000	19	-17.30	-19.00	3	9	0	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	5	5	2	5	5	2	2	5	2	Target
158.000000	17	-20.70	-19.00	5	7	2	0	6	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	2	1	5	5	1	3	2	3	5	5	Target
146.000000	19	-18.90	-19.00	6	7	0	1	6	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	2	1	5	5	1	4	2	5	1	2	Target
145.000000	8	-16.90	-19.00	5	5	2	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	5	5	5	5	1	3	5	3	1	5	Target
142.000000	15	-17.80	-19.00	5	7	0	1	7	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	2	4	2	5	1	2	5	5	1	5	Target
158.000000	15	-26.70	-19.00	5	10	0	1	4	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	4	1	2	2	1	2	5	5	5	2	Target
145.000000	8	-16.94	-19.00	3	7	1	0	9	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	5	5	5	5	5	2	5	2	3	5	Target
143.000000	19	-17.80	-19.00	5	8	0	4	3	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	4	4	4	4	1	2	5	2	1	2	Target
147.000000	23	-21.20	-19.00	4	8	1	4	3	3	4	0	0	0	5	1	1	2	2	2	1	2	4	4	4	4	2	5	2	1	2	2	3	5	Target
140.000000	7	-21.10	-19.00	3	7	2	0	8	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	2	5	5	5	3	3	5	2	5	5	Target
149.000000	12	-21.10	-19.00	4	9	0	0	7	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	2	5	2	5	5	2	5	5	1	5	Target
140.000000	7	-21.10	-19.00	3	5	2	0	10	3	4	0	0	0	2	1	1	2	2	2	1	2	5	5	5	5	5	5	5	5	5	3	5	3	Target
145.000000	8	-21.50	-19.00	4	7	1	0	8	3	4	0	0	0	2	1	1	2	2	2	1	2	2	5	5	5	5	2	1	5	5	5	5	3	Target
140.000000	7	-16.20	-19.00	3	5	1	0	11	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	5	5	5	5	5	5	2	3	5	Target
155.000000	20	-20.20	-19.00	5	8	1	1	5	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	2	1	5	4	2	1	3	5	2	5	Target
142.000000	9	-16.97	-19.00	4	6	0	0	10	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	5	5	5	5	5	5	2	1	5	Target
140.000000	7	-18.11	-19.00	3	5	2	0	10	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	5	5	5	5	3	2	3	5	5	Target
140.000000	7	-16.50	-19.00	3	4	2	0	11	3	4	0	0	0	5	1	1	2	2	2	1	2	5	5	5	5	5	5	5	5	5	5	3	3	Target
150.000000	9	-18.40	-19.00	4	7	1	0	8	3	4	0	0	0	5	1	1	2	2	2	1	2	2	2	5	5	5	5	5	3	5	2	1	5	Target
165.000000	20	-28.40	-19.00	5	11	1	2	1	3	4	0	0	0	2	1	1	2	2	2	1	2	5	4	2	2	1	2	2	3	2	2	4	1	Target
146.000000	24	-23.09	-19.00	4	10	0	5	1	3	4	0	0	0	2	1	1	2	2	2	1	2	2	4	4	4	4	2	4	2	5	2	2	1	Target
142.000000	13	-22.60	-19.30	6	4	1	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	5	1	5	5	2	5	5	5	Target
144.000000	13	-20.60	-18.60	6	4	2	1	7	3	4	0	0	0	5	1	2	1	2	2	1	2	5	4	1	1	1	3	5	5	5	5	5	3	Target
154.000000	13	-28.90	-19.30	8	4	2	0	6	4	3	0	0	0	3	2	2	1	1	1	2	1	5	1	5	1	2	1	5	5	3	5	1	5	Target
148.000000	17	-19.70	-19.30	5	6	3	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	3	4	2	3	2	2	5	1	5	5	Target
141.000000	8	-23.20	-19.30	5	3	3	0	9	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	5	5	3	5	5	5	5	1	5	5	Target
149.000000	12	-28.30	-19.30	7	5	0	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	1	5	5	1	2	5	5	5	5	1	5	5	Target
151.000000	18	-25.80	-19.30	6	8	2	2	2	4	3	0	0	0	2	2	2	1	1	1	2	1	4	3	1	5	3	2	4	2	2	2	1	5	Target
150.000000	17	-21.30	-19.30	5	5	4	0	6	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	3	5	2	1	5	2	3	3	5	5	Target
145.000000	14	-23.00	-19.30	5	5	3	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	3	3	2	5	2	5	3	5	5	5	Target
144.000000	15	-29.30	-19.30	7	5	3	2	3	4	3	0	0	0	3	2	2	1	1	1	2	1	4	1	3	3	4	1	2	2	5	5	1	5	Target
142.000000	9	-22.80	-19.30	6	5	1	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	5	3	5	1	5	5	2	5	5	5	Target
156.000000	15	-18.00	-19.00	3	8	4	0	5	3	4	0	0	0	5	1	1	2	2	2	1	2	5	2	5	3	2	2	3	2	5	3	5	3	Target
147.000000	10	-22.61	-18.60	6	5	2	0	7	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	1	5	3	5	5	1	5	5	3	1	Target
140.000000	7	-24.70	-19.30	6	5	1	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	3	5	5	5	5	2	1	5	1	Target
151.000000	20	-25.10	-18.60	6	6	2	1	5	3	4	0	0	0	5	1	2	1	2	2	1	2	1	5	5	4	1	3	1	2	5	5	3	2	Target
140.000000	7	-22.30	-19.30	4	4	4	0	8	4	3	0	0	0	3	2	2	1	1	1	2	1	5	5	3	3	5	3	5	2	5	5	5	5	Target
140.000000	7	-23.30	-19.30	6	4	0	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	5	5	1	5	2	5	5	1	5	Target
148.000000	20	-28.60	-19.30	7	6	2	3	2	4	3	0	0	0	3	2	2	1	1	1	2	1	4	4	3	5	1	1	2	1	4	2	2	5	Target
146.000000	11	-29.00	-18.60	7	6	1	1	5	3	4	0	0	0	1	1	2	1	2	2	1	2	4	2	1	1	5	5	5	1	5	2	3	5	Target
150.000000	16	-23.60	-19.30	8	4	2	2	4	4	3	0	0	0	5	2	2	1	1	1	2	1	4	4	1	1	1	3	5	1	2	5	5	3	Target
150.000000	13	-23.60	-19.30	6	4	2	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	2	1	5	5	5	3	5	5	Target
148.000000	13	-27.60	-19.30	6	4	2	1	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	1	3	1	2	5	5	5	5	5	5	Target
150.000000	9	-22.30	-18.60	5	6	2	0	7	3	4	0	0	0	5	1	2	1	2	2	1	2	1	2	5	5	3	1	5	5	5	2	5	3	Target
142.000000	9	-15.50	-18.60	3	6	1	0	10	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	5	5	3	5	2	5	5	5	5	5	Target
148.000000	19	-24.70	-19.30	7	6	1	3	3	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	4	4	1	5	1	2	1	2	5	2	Target
146.000000	13	-26.30	-19.30	8	4	4	0	4	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	1	3	5	1	5	5	3	3	1	1	Target
163.000000	20	-26.90	-18.60	6	7	3	1	3	3	4	0	0	0	5	1	2	1	2	2	1	2	5	2	1	4	1	3	3	2	1	5	3	2	Target
141.000000	8	-25.60	-19.30	5	5	2	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	5	3	5	5	2	1	5	5	Target
152.000000	15	-22.50	-19.00	3	9	4	0	4	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	5	5	2	2	3	2	5	3	3	3	Target
161.000000	18	-30.30	-19.30	8	6	1	1	4	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	1	1	4	3	5	2	2	2	1	5	Target
154.000000	17	-21.10	-19.30	7	5	1	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	1	5	1	5	2	2	3	5	5	Target
150.000000	13	-22.50	-19.30	6	5	1	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	2	1	5	5	2	5	5	5	Target
160.000000	17	-30.90	-19.30	7	7	2	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	4	3	1	2	1	5	2	2	1	5	5	Target
140.000000	7	-23.80	-19.30	7	5	0	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	5	2	1	5	5	5	1	5	1	Target
144.000000	11	-25.10	-19.30	5	5	3	0	7	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	3	3	5	5	5	5	2	3	5	5	Target
140.000000	7	-20.90	-19.30	4	3	4	0	9	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	5	3	5	5	3	3	5	5	Target
148.000000	18	-22.60	-19.30	7	5	2	2	4	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	1	4	4	1	2	1	5	2	3	5	Target
141.000000	8	-24.40	-19.30	5	4	3	0	8	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	5	3	5	5	5	3	5	1	5	Target
145.000000	16	-21.00	-19.30	5	6	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	5	3	2	2	2	5	1	5	Target
143.000000	10	-25.80	-19.30	6	4	4	0	6	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	1	5	3	5	5	5	3	3	1	5	Target
140.000000	7	-20.70	-19.30	4	3	3	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	3	5	3	3	5	5	5	5	5	5	Target
147.000000	18	-22.00	-19.30	6	6	3	2	3	4	3	0	0	0	5	2	2	1	1	1	2	1	3	4	1	5	2	1	4	2	2	3	3	5	Target
149.000000	12	-21.50	-19.00	4	9	1	0	6	3	4	0	0	0	2	1	1	2	2	2	1	2	5	2	5	1	2	5	5	2	5	3	5	2	Target
165.000000	18	-40.10	-19.30	8	7	4	1	0	4	3	0	0	0	2	2	2	1	1	1	2	1	3	1	3	3	3	1	4	2	2	2	1	1	Target
146.000000	13	-25.70	-19.30	5	5	5	0	5	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	3	3	2	3	5	5	2	5	5	1	Target
141.000000	8	-25.70	-19.30	5	4	4	0	7	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	3	3	3	5	5	5	1	5	5	Target
141.000000	8	-23.50	-19.30	4	5	2	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	3	5	5	3	2	5	5	5	5	5	5	5	Target
146.000000	13	-26.60	-19.30	5	3	5	0	7	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	1	3	3	3	5	5	5	5	5	5	Target
146.000000	15	-20.80	-19.30	8	4	1	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	3	5	1	1	5	1	2	5	5	1	5	Target
144.000000	15	-18.80	-19.30	5	5	3	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	5	3	3	3	2	2	5	5	1	5	Target
155.000000	14	-25.40	-19.30	6	5	2	0	7	4	3	0	0	0	5	2	2	1	1	1	2	1	3	5	5	1	2	1	2	5	3	5	5	5	Target
140.000000	7	-18.20	-19.30	5	4	3	0	8	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	3	3	5	3	5	2	5	1	5	5	Target
143.000000	10	-22.70	-19.30	5	4	1	0	10	4	3	0	0	0	5	2	2	1	1	1	2	1	5	1	3	5	5	5	5	2	5	5	5	5	Target
140.000000	7	-22.10	-19.30	4	6	1	0	9	4	3	0	0	0	2	2	2	1	1	1	2	1	5	5	5	5	5	5	5	2	2	3	5	5	Target
147.000000	16	-26.90	-19.30	6	6	4	1	3	4	3	0	0	0	2	2	2	1	1	1	2	1	3	4	1	3	3	5	3	2	2	5	5	1	Target
142.000000	9	-23.80	-19.30	5	5	0	0	10	4	3	0	0	0	2	2	2	1	1	1	2	1	5	1	5	5	5	5	5	5	2	5	5	5	Target
144.000000	17	-20.60	-19.30	7	5	2	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	4	3	2	5	2	1	1	5	Target
150.000000	15	-22.40	-19.30	9	4	0	1	6	4	3	0	0	0	5	2	2	1	1	1	2	1	4	1	5	1	1	5	1	2	5	5	1	5	Target
152.000000	19	-18.20	-19.00	4	9	0	0	7	3	4	0	0	0	5	1	1	2	2	2	1	2	2	5	2	5	5	5	5	2	2	5	1	2	Target
